"patent_id";"patent_name";"publication_number";"publication_date";"application_number";"application_date";"grant_number";"grant_date";"priority_date";"inventors";"patent_holder";"classification";"brief_description";"claims_count";"cited_patents_count";"cited_by_count";"legal_status"
US10015783B2;"""Method and apparatus for signalling to downlink transmission for unlicensed channels in a wireless communication system""";US20170142693A1;"2017/5/18";"""US15/347,282""";"2016/11/9";US10015783B2;"2018/7/3";"2015/11/16";"""Wei-Ming Yin,Li-Chih Tseng""";"""Asustek Computer Inc""";H04W72/042||H04L1/1893||H04L5/0007||H04L5/0053||H04L5/0091||H04L5/0092||H04W16/14||;"""Methods and apparatuses for implementing reference signal transmissions in a wireless communication system. According to one method, the UE receives a downlink transmission burst from a base station in a first unlicensed channel. The UE also receives an information in a second channel, wherein the information defines whether a subframe is an end subframe of the downlink transmission burst in the first unlicensed channel. The UE determines whether or not to receive a control message, data, or a reference signal from a next frame in the first unlicensed channel. The UE receives the control message, data, or the reference signal from the next frame in the first unlicensed channel if the information indicates that the subframe is not the end subframe of the downlink transmission burst. Alternatively, the UE refuses to receive the control message, data, or the reference signal from the next frame in the first unlicensed channel if the information indicates that the subframe is the end subframe of the downlink transmission burst.""";"19";"2";"2";EP - Active Active, US - Active Active
US10015785B2;"""Suspending a connection in a wireless communication system""";US20170347346A1;"2017/11/30";"""US15/682,303""";"2017/8/21";US10015785B2;"2018/7/3";"2011/8/12";"""Nicholas William Anderson,Richard Charles Burbidge,Gordon Peter Young""";"""BlackBerry Ltd""";H04W72/042||H04W76/028||H04W76/06||H04W76/068||H04W76/19||H04W76/30||H04W76/38||H04W76/046||H04W76/27||;"""An evolved Node B (eNB) includes a memory and at least one hardware processor communicatively coupled with the memory and configured to: determine to suspend an established radio resource control (RRC) connection with a user equipment (UE), where suspension causes the established RRC connection to be a suspended RRC connection that disables user plane data communications between the UE and the eNB; in response to a determination to suspend the established RRC connection, store RRC connection data related to the established RRC connection; and transmit, to the UE, an RRC connection suspend command instructing the UE to store the RRC connection data and suspend the established RRC connection.""";"20";"11";"50";EP - Active Pending Application Filing Active Active , WO - Active Pending Application Filing Active Active , US - Active, TW - Active Pending Application Filing Active Active 
US1001578A;"""Water""";US1001578A;"";"""US54852410A""";"1910/3/11";US1001578A;"1911/8/22";"1910/3/11";"""James M Burton""";"""Neptune Meter Co""";G01F7/00||;"";"";"0";"1";US - Expired - Lifetime
US10015799B2;"""Radio resource management""";US20150215948A1;"2015/7/30";"""US14/421,801""";"2013/8/15";"";"2018/7/3";"2012/8/16";"""Emad Adnan Alsusa,Wahyu Agung Pramudito""";"""University of Manchester""";H04W72/0453||H04W72/082||H04W16/04||H04W16/32||H04W84/045||;"""Embodiments of the present invention relate to a communication system and method adapted to manage interference between users of base stations.""";"11";"9";"4";GB - Withdrawn, US - Abandoned, WO - Active Application Filing Application Filing Withdrawn Expired - Fee Related, EP - Active Application Filing Application Filing Withdrawn Expired - Fee Related, CN - Active Application Filing Application Filing Withdrawn Expired - Fee Related
US1001579A;"""Self""";US1001579A;"";"""US61741911A""";"1911/3/28";US1001579A;"1911/8/22";"1911/3/28";"""Frank H Clement,Leland B Whipple""";"""AMERICAN WOOD WORKING MACHINERY CO""";B27B25/02||;"";"";"0";"0";US - Expired - Lifetime
US100157A;"""Improved pitman""";US100157A;"";"";"";US100157A;-10904;"";"";"";F16C11/06||Y10T403/32795||;"";"";"0";"0";US - Expired - Lifetime
US10015808B2;"""Method of detecting device resource""";US20170071007A1;"2017/3/9";"""US15/119,630""";"2014/3/20";US10015808B2;"2018/7/3";"2014/3/20";"""Lilei Wang,Hidetoshi Suzuki,Masayuki Hoshino""";"""Panasonic Intellectual Property Corp of America""";H04W72/12||H04W28/08||H04W4/005||H04W4/70||H04W72/00||H04W88/02||H04W88/08||H04W92/18||;"""Provided are resource-utilization controlling methods for a device-to-device communication and wireless devices therefor. The method performed by a first wireless device comprises steps of: detecting current utilization state of the resource for the device-to-device communication as a resource utilization state; and explicitly or implicitly signaling the resource utilization state through broadcasting in the physical layer. The method performed by a second wireless device comprises steps of: receiving one or more resource utilization states explicitly or implicitly signaled from one or more other wireless devices; and determining whether and/or how to adjust the transmission behavior of the second wireless device based on the received one or more resource utilization states.""";"15";"14";"9";WO - Application Filing Active Active Active, US - Application Filing Active Active Active, CN - Application Filing Active Active Active, JP - Application Filing Active Active Active
US1001580A;"""Means for correcting irregularities in band""";US1001580A;"";"""US59294010A""";"1910/11/17";US1001580A;"1911/8/22";"1910/11/17";"""Joseph M Culbertson""";"""Joseph M Culbertson""";B23D63/18||;"";"";"0";"1";US - Expired - Lifetime
US1001581A;"""Mirror.""";US1001581A;"";"""US45321308A""";"1908/9/15";US1001581A;"1911/8/22";"1908/9/15";"""Seth W Eddy""";"""Seth W Eddy""";G02B1/14||C03C17/10||;"";"";"0";"0";US - Expired - Lifetime
US10015823B2;"""Mobile station apparatus, base station apparatus, integrated circuit, and method of detecting random access problems""";US20160262187A1;"2016/9/8";"""US15/064,473""";"2016/3/8";US10015823B2;"2018/7/3";"2009/3/13";"""Wataru Ohuchi,Shohei Yamada,Yasuyuki Kato,Daiichiro Nakashima,Katsunari Uemura""";"""Sharp Corp""";H04W74/0833||H04L61/6022||H04W24/08||H04W72/0413||H04W88/02||;"""A terminal device includes a transmitter that transmits a random access preamble, a higher layer processor that configures, based on a higher layer signal, a first identity corresponding to a first component carrier group and a second identity corresponding to a second component carrier group; a counter that, in a case that two or more component carriers are configured for an uplink, counts a number of transmission of the random access preamble; and a medium access control (MAC) layer processor that indicates a random access problem to an upper layer in a case that the number exceeds a maximum number of transmission of the random access preamble on a master component carrier of the first component carrier group or a master component carrier of the second component carrier group.""";"4";"24";"23";AU - Active Active Application Filing IP Right Grant Active Abandoned Active IP Right Cessation, JP - Expired - Fee Related, WO - Active Active Application Filing IP Right Grant Active Abandoned Active IP Right Cessation, BR - Active Active Application Filing IP Right Grant Active Abandoned Active IP Right Cessation, EP - Active Active Application Filing IP Right Grant Active Abandoned Active IP Right Cessation, US - Active, CN - Active Active Application Filing IP Right Grant Active Abandoned Active IP Right Cessation, EA - Active Active Application Filing IP Right Grant Active Abandoned Active IP Right Cessation
US10015824B2;"""Method and apparatus for transmitting uplink data having low latency in wireless communication system""";US20160366704A1;"2016/12/15";"""US15/122,331""";"2014/11/17";"";"2018/7/3";"2014/2/28";"""Eunjong Lee,Jaehoon Chung,Genebeck Hahn,Jinmin Kim,Kukheon CHOI,Kwangseok NOH""";"""LG Electronics Inc""";H04W74/0833||H04W72/1268||H04W72/0413||H04W72/042||H04W74/08||H04W72/1284||H04W74/006||;"""The present specification provides a method for transmitting uplink data (UL data) requiring a low latency in a wireless communication system. The method performed by a terminal comprises: receiving control information related to a contention-based PUSCH zone from a base station; and transmitting uplink data to the base station on the basis of the received control information. The contention-based PUSCH zone is a resource area where uplink data of the terminal can be transmitted without allocation of a UL grant from the base station. Further, in order to distinguish between kinds of specific procedures performed by the terminal, the control information includes procedure-distinguishing information allocated for each kind of the specific procedures.""";"14";"22";"58";US - Active Application Filing Active IP Right Grant Active, WO - Active Application Filing Active IP Right Grant Active, CN - Active Application Filing Active IP Right Grant Active, KR - Active Application Filing Active IP Right Grant Active, JP - Active Application Filing Active IP Right Grant Active
US10015833B2;"""Device of radio network temporary identifier allocation in dual connectivity""";US20160360567A1;"2016/12/8";"""US15/238,718""";"2016/8/16";"";"2018/7/3";"2013/8/9";"""Chih-Hsiang Wu""";"""HTC Corp""";H04W24/02||H04W76/025||H04W76/15||H04W74/004||H04W74/006||H04W74/0833||H04W76/021||H04W76/064||H04W76/068||H04W76/11||H04W76/34||H04W76/38||H04W8/26||H04L5/003||H04W74/08||H04W84/045||;"""A communication device for RNTI allocation comprises a processing means, for executing a program, and a storage unit, coupled to the processing means, for storing the program which instructs the processing means to perform the steps: connecting to a first base station, receiving a first RNTI assigned by the first base station, receiving a RRC message including a second RNTI for communication with a second base station from the first base station, transmitting a RRC message response to the first base station, performing communication with the first base station with the first RNTI and communication with the second base station with the second RNTI, transmitting a random access preamble to the second base station, receiving a random access response from the second base station, transmitting a scheduled transmission containing the second RNTI to the second base station, and receiving a contention resolution message from the second base station.""";"18";"44";"28";CN - Active Active Active Active  Active, EP - Active Active Active Active  Active, TW - Active Active Active Active  Active, US - Active
